1 2.29917585922
1 5.89143298225
2 9.9083958122
3 13.7067953669
4 15.2358488277
5 18.5973993326
6 23.769349118
7 27.2148905769
8 29.8697392525
9 31.0382617601
10 34.3397713812
11 38.5426541161
12 42.3880624588
13 44.8801657297
14 49.8470306451
15 53.8348351803
16 56.6743098584
17 62.6430756112
18 68.3192731113
19 70.84735607
20 75.4244954034
21 78.6352692268
22 80.4139550499
23 84.0574371801
24 88.1695861764
25 94.2737915924
26 97.9741099157
27 101.379077012
28 107.472801848
29 111.666028469
30 116.977327186
31 119.661639891
32 118.434335208
33 121.834965402
34 126.832207688
35 127.239310702
36 134.386312347
37 138.09933292
38 142.222429281
39 144.842208392
40 149.46048677
41 154.282624241
42 153.881166773
43 157.968603351
44 164.925340464
45 167.462208437
46 170.565997431
47 173.632333634
48 178.465695424
49 182.363838458
50 184.783394183
51 189.353349514
52 192.783386558
53 198.220664143
54 203.64222584
55 208.838072912
56 210.208556758
57 208.773394375
58 215.52380599
59 221.338574329
60 228.39662419
61 230.640266537
62 236.422448918
63 240.322305344
64 243.894989152
65 246.320382742
66 249.135088264
67 251.248030096
68 255.836130919
69 261.75782578
70 266.886851875
71 272.193771333
72 276.909936961
73 279.333334078
74 285.292723088
75 286.466979417
76 286.315492343
77 290.322102502
78 289.879074431
79 295.759259488
80 300.688155735
81 304.357856414
82 309.38272917
83 310.737153488
84 313.222301566
85 320.092192346
86 325.059610632
87 331.899851566
88 334.594424884
89 339.638011816
90 343.173787928
91 347.097865012
92 350.048473134
93 356.10415493
94 359.23437219
95 358.962331979
96 361.642859495
97 362.150902301
98 363.586428261
99 366.802766599
